ACO000036444;ACOS00037628;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;984;SAPARUDIN;DS. BERANG MTK;GT;PROVISION SMALL STORE;;  ;;;PS21213B;PS SMRT FCL SOFT PACK 48X250S GT;UNIVENUS;48;0;8.818,19;423.273,12;423.273,12;469.833,16;0;0;0;0;0;0;0;0
ACO000036444;ACOS00037628;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;984;SAPARUDIN;DS. BERANG MTK;GT;PROVISION SMALL STORE;;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;36;0;7.636,37;274.909,32;274.909,32;305.149,35;0;0;0;0;0;0;0;0
ACO000036445;ACOS00037629;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;287;ANUGRAH / UMI SETIA;SIMPANG TERITIP MENTOK;GT;PROVISION SMALL STORE;;  ;;;NC15432;NC FCL BOX PERF 60s X 72;UNIVENUS;72;0;5.697,73;410.236,56;406.134,19;450.808,95;0;0;1;0;0;0;4.102,37;0
ACO000036445;ACOS00037629;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;287;ANUGRAH / UMI SETIA;SIMPANG TERITIP MENTOK;GT;PROVISION SMALL STORE;;  ;;;PS11856;PS SMRT FCL BOX 120s X 40;UNIVENUS;40;0;8.654,55;346.182,00;342.720,18;380.419,40;0;0;1;0;0;0;3.461,82;0
ACO000036445;ACOS00037629;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;287;ANUGRAH / UMI SETIA;SIMPANG TERITIP MENTOK;GT;PROVISION SMALL STORE;;  ;;;PS21213B;PS SMRT FCL SOFT PACK 48X250S GT;UNIVENUS;48;0;8.818,19;423.273,12;419.040,39;465.134,83;0;0;1;0;0;0;4.232,73;0
ACO000036445;ACOS00037629;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;287;ANUGRAH / UMI SETIA;SIMPANG TERITIP MENTOK;GT;PROVISION SMALL STORE;;  ;;;NC14038B;NC TLT CORE NON EMB 1 ROLL 238S X 120 GT;UNIVENUS;120;0;2.718,18;326.181,60;322.919,78;358.440,96;0;0;1;0;0;0;3.261,82;0
ACO000036445;ACOS00037629;21/06/2022 10:42;SRBGK06 ;Input;Penjualan Kredit;287;ANUGRAH / UMI SETIA;SIMPANG TERITIP MENTOK;GT;PROVISION SMALL STORE;;  ;;;NC74035;NC FCL KILOAN 900GR X 20 GT;UNIVENUS;20;0;30.630,63;612.612,60;606.486,47;673.199,98;0;0;1;0;0;0;6.126,13;0
ACO000036446;ACOS00037630;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Kredit;1444;IJAL SAYUR;TRITIP MENTOK DPN TK ANUGRAH SBLH KANAN;GT;PROVISION SMALL STORE;;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;12;0;7.636,37;91.636,44;91.636,44;101.716,45;0;0;0;0;0;0;0;0
ACO000036447;ACOS00037631;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Kredit;1185;TOKO AGUS;PLANGAS;GT;PROVISION LARGE STORE;;  ;;;NC15432;NC FCL BOX PERF 60s X 72;UNIVENUS;144;0;5.697,73;820.473,12;820.473,12;910.725,16;0;0;0;0;0;0;0;0
ACO000036448;ACOS00037632;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Tunai;1749;BAKULAND;PLANGAS MENTOK LEWAT TOKO AGUS;GT;PROVISION SMALL STORE;;  ;;CASH;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;108;0;7.636,37;824.727,96;824.727,96;915.448,04;0;0;0;0;0;0;0;0
ACO000036448;ACOS00037632;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Tunai;1749;BAKULAND;PLANGAS MENTOK LEWAT TOKO AGUS;GT;PROVISION SMALL STORE;;  ;;CASH;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;180;0;5.150,00;927.000,00;927.000,00;1.028.970,00;0;0;0;0;0;0;0;0
ACO000036449;ACOS00037633;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Kredit;1186;TOKO ASUN;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;NC14038B;NC TLT CORE NON EMB 1 ROLL 238S X 120 GT;UNIVENUS;120;0;2.718,18;326.181,60;326.181,60;362.061,58;0;0;0;0;0;0;0;0
ACO000036450;ACOS00037634;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Kredit;1183;TOKO ATET;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;36;0;7.636,37;274.909,32;274.909,32;305.149,35;0;0;0;0;0;0;0;0
ACO000036450;ACOS00037634;21/06/2022 10:43;SRBGK06 ;Input;Penjualan Kredit;1183;TOKO ATET;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;PS21213B;PS SMRT FCL SOFT PACK 48X250S GT;UNIVENUS;48;0;8.818,19;423.273,12;423.273,12;469.833,16;0;0;0;0;0;0;0;0
ACO000036451;ACOS00037635;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;24;0;1.680,00;40.320,00;40.320,00;44.755,20;0;0;0;0;0;0;0;0
ACO000036451;ACOS00037635;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;PS41563;PS SMRT HKY PERF 6 PACK 12s X 40;UNIVENUS;40;0;4.160,00;166.400,00;166.400,00;184.704,00;0;0;0;0;0;0;0;0
ACO000036451;ACOS00037635;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;60;0;5.150,00;309.000,00;309.000,00;342.990,00;0;0;0;0;0;0;0;0
ACO000036451;ACOS00037635;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;36;0;7.636,37;274.909,32;274.909,32;305.149,35;0;0;0;0;0;0;0;0
ACO000036451;ACOS00037635;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;NC15432;NC FCL BOX PERF 60s X 72;UNIVENUS;72;0;5.697,73;410.236,56;410.236,56;455.362,58;0;0;0;0;0;0;0;0
ACO000036451;ACOS00037635;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;;PS41117;PASEO ANTI BACTRIAL WIPES GAZETTE 18X50S;UNIVENUS;24;0;7.000,00;168.000,00;168.000,00;186.480,00;0;0;0;0;0;0;0;0
ACO000036452;ACOS00037636;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;PRODUK P&G;10000982;DOWNY FLORAL PINK SACHET 60X11ML;P&G;180;0;4.358,00;784.440,00;711.290,97;789.532,98;0;7;2,5;0;0;0;73.149,03;0
ACO000036452;ACOS00037636;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Tunai;1189;TOKO PIT THU;PLANGAS;GT;PROVISION SMALL STORE;;  ;;PRODUK P&G;10000765;DOWNY SPORTS SACHET 60X10ML;P&G;120;0;4.359,00;523.080,00;479.402,82;532.137,13;0;6;2,5;0;0;0;43.677,18;0
ACO000036453;ACOS00037637;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Kredit;1443;YANG YANG;PLANGAS LEWAT TK BAUN SBLH KIRI;GT;PROVISION LARGE STORE;;  ;;;NC24399B;NICE FACIAL SOFT PACK 36X250S GT RE-SPEC;UNIVENUS;36;0;7.636,37;274.909,32;274.909,32;305.149,35;0;0;0;0;0;0;0;0
ACO000036453;ACOS00037637;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Kredit;1443;YANG YANG;PLANGAS LEWAT TK BAUN SBLH KIRI;GT;PROVISION LARGE STORE;;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;60;0;5.150,00;309.000,00;309.000,00;342.990,00;0;0;0;0;0;0;0;0
ACO000036454;ACOS00037638;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Kredit;310;MENTARI/ SHAHABUDIN SHAHAB;JL. SUDIRMAN MTK;GT;PROVISION LARGE STORE;;  ;;;NC14345;NC FCL SOFT PACK 200s X 40;UNIVENUS;40;0;10.530,00;421.200,00;421.200,00;467.532,00;0;0;0;0;0;0;0;0
ACO000036454;ACOS00037638;21/06/2022 10:44;SRBGK06 ;Input;Penjualan Kredit;310;MENTARI/ SHAHABUDIN SHAHAB;JL. SUDIRMAN MTK;GT;PROVISION LARGE STORE;;  ;;;PS33019;PS ELG TWL INTERFOLD 150s X 40;UNIVENUS;40;0;13.772,73;550.909,20;550.909,20;611.509,21;0;0;0;0;0;0;0;0
ACO000036456;ACOS00037599;21/06/2022 10:48;SRBGK05 ;Input;Penjualan Tunai;1529;HAFIS;JL.SINAR BULAN KOBA DEKAT PERKANTORAN;GT;PROVISION SMALL STORE;;  ;;CASH;PS41094;PASEO BABY WPES GZTE JOJOBA 18X50S BOGOF;UNIVENUS;6;0;14.000,00;84.000,00;75.600,00;83.916,00;0;0;0;10;0;0;8.400,00;0
ACO000036456;ACOS00037599;21/06/2022 10:48;SRBGK05 ;Input;Penjualan Tunai;1529;HAFIS;JL.SINAR BULAN KOBA DEKAT PERKANTORAN;GT;PROVISION SMALL STORE;;  ;;CASH;PS41117;PASEO ANTI BACTRIAL WIPES GAZETTE 18X50S;UNIVENUS;6;0;7.000,00;42.000,00;42.000,00;46.620,00;0;0;0;0;0;0;0;0
ACO000036456;ACOS00037599;21/06/2022 10:48;SRBGK05 ;Input;Penjualan Tunai;1529;HAFIS;JL.SINAR BULAN KOBA DEKAT PERKANTORAN;GT;PROVISION SMALL STORE;;  ;;CASH;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;80;0;1.680,00;134.400,00;134.400,00;149.184,00;0;0;0;0;0;0;0;0
ACO000036456;ACOS00037599;21/06/2022 10:48;SRBGK05 ;Input;Penjualan Tunai;1529;HAFIS;JL.SINAR BULAN KOBA DEKAT PERKANTORAN;GT;PROVISION SMALL STORE;;  ;;CASH;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;12;0;5.150,00;61.800,00;61.800,00;68.598,00;0;0;0;0;0;0;0;0
ACO000036457;ACOS00037611;21/06/2022 10:50;SRBGK05 ;Input;Penjualan Kredit;463;SURYANTO;PASAR IKAN SAMPING ASEW KOBA;GT;PROVISION LARGE STORE;;  ;;;NC74035;NC FCL KILOAN 900GR X 20 GT;UNIVENUS;12;0;30.630,63;367.567,56;367.567,56;407.999,99;0;0;0;0;0;0;0;0
ACO000036457;ACOS00037611;21/06/2022 10:50;SRBGK05 ;Input;Penjualan Kredit;463;SURYANTO;PASAR IKAN SAMPING ASEW KOBA;GT;PROVISION LARGE STORE;;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;15;0;5.150,00;77.250,00;77.250,00;85.747,50;0;0;0;0;0;0;0;0
ACO000036458;ACOS00037607;21/06/2022 10:50;SRBGK05 ;Input;Penjualan Kredit;463;SURYANTO;PASAR IKAN SAMPING ASEW KOBA;GT;PROVISION LARGE STORE;;  ;;PRODUK P&G;10000714;PANTENE SHMP SILKY SMOTH CARE 42X12X10ML;P&G;5;0;8.624,00;43.120,00;43.120,00;47.863,20;0;0;0;0;0;0;0;0
ACO000036458;ACOS00037607;21/06/2022 10:50;SRBGK05 ;Input;Penjualan Kredit;463;SURYANTO;PASAR IKAN SAMPING ASEW KOBA;GT;PROVISION LARGE STORE;;  ;;PRODUK P&G;10000710;PANTENE SHAMPOO LONG BLACK 42X12X10ML;P&G;5;0;8.624,00;43.120,00;43.120,00;47.863,20;0;0;0;0;0;0;0;0
